Item,Precio,URL
Limpiador POETT Solo Para Ti 1800 ml,$ 165,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-solo-para-ti-1800-ml.producto?335476,,42"
Escobilla para Inodoro con Base,$ 119,"https://www.tiendainglesa.com.uy/supermercado/escobilla-para-inodoro-con-base.producto?2323,,42"
Apresto ROBIN Gatillo 500cc,$ 285,"https://www.tiendainglesa.com.uy/supermercado/apresto-robin-gatillo-500cc.producto?1794,,42"
Sopapa Chica,$ 169,"https://www.tiendainglesa.com.uy/supermercado/sopapa-chica.producto?5477,,42"
Limpiador Líquido Desinfectante Concentrado para Pisos LYSOFORM Lavand...,$ 110,"https://www.tiendainglesa.com.uy/supermercado/limpiador-liquido-desinfectante-concentrado-para-pisos-lysoform-lavanda-repuesto-420-ml.producto?3275,,42"
Jabón Liquido TIDE con Downy 1.36 L,$ 759,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-tide-con-downy-1.36-l.producto?1557557,,42"
Limpiador POETT Lavanda 1800ml,$ 165,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-lavanda-1800ml.producto?335477,,42"
Desodorante de Ambiente Repuesto Lavanda JUPITER,$ 177,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-repuesto-lavanda-jupiter.producto?402808,,42"
Guantes MAPA Super Agarre Talle S,$ 134,"https://www.tiendainglesa.com.uy/supermercado/guantes-mapa-super-agarre-talle-s.producto?332229,,42"
Guantes Afelpados CRIVEA Color Rojo Talle G,$ 122,"https://www.tiendainglesa.com.uy/supermercado/guantes-afelpados-crivea-color-rojo-talle-g.producto?23650,,42"
Limpiador en Aerosol JUPITER Alfombras y Tapizados,$ 243,"https://www.tiendainglesa.com.uy/supermercado/limpiador-en-aerosol-jupiter-alfombras-y-tapizados.producto?402880,,42"
Suavizante COMFORT Concentrado Cuidado Essencial 500 ml,$ 208,"https://www.tiendainglesa.com.uy/supermercado/suavizante-comfort-concentrado-cuidado-essencial-500-ml.producto?1006539,,42"
Limpiador POETT Bebé 900 ml,$ 85,"https://www.tiendainglesa.com.uy/supermercado/limpiador-poett-bebe-900-ml.producto?6079,,42"
Desodorante de Ambiente JUPITER Pasión de Frutas 360cm,$ 83,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-jupiter-pasion-de-frutas-360cm.producto?397513,,42"
Limpiador de Baño MR. MUSCULO Líquido Gatillo 500 ml,$ 243,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-bano-mr.-musculo-liquido-gatillo-500-ml.producto?4055,,42"
Limpiador HARPIC Triple Acción Gel 500cc,$ 264,"https://www.tiendainglesa.com.uy/supermercado/limpiador-harpic-triple-accion-gel-500cc.producto?28876,,42"
Lampazo IDEAL Goma Doble 33cm Con Cabo,$ 312,"https://www.tiendainglesa.com.uy/supermercado/lampazo-ideal-goma-doble-33cm-con-cabo.producto?337506,,42"
Limpia Refrigerador DR. BECKMANN 250 ml,$ 306,"https://www.tiendainglesa.com.uy/supermercado/limpia-refrigerador-dr.-beckmann-250-ml.producto?403398,,42"
Esponja VIRUTEX Antibacterial Cobre,$ 89,"https://www.tiendainglesa.com.uy/supermercado/esponja-virutex-antibacterial-cobre.producto?1555590,,42"
Esponja SCOTCH-BRITE Sanitaria,$ 63,"https://www.tiendainglesa.com.uy/supermercado/esponja-scotch-brite-sanitaria.producto?6795,,42"
Lápiz Quitamanchas Mágico DR. BECKMANN 9 ml,$ 317,"https://www.tiendainglesa.com.uy/supermercado/lapiz-quitamanchas-magico-dr.-beckmann-9-ml.producto?1096916,,42"
Detergente NEVEX Ultra Glicerina 300 ml,$ 69,"https://www.tiendainglesa.com.uy/supermercado/detergente-nevex-ultra-glicerina-300-ml.producto?397792,,42"
Jabón Líquido Colores Vivos PERSIL Sachet 830 ml,$ 219,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-colores-vivos-persil-sachet-830-ml.producto?367677,,42"
Escoba Dual Para Madera/Flotantes IDEAL,$ 485,"https://www.tiendainglesa.com.uy/supermercado/escoba-dual-para-madera-flotantes-ideal.producto?96557,,42"
Jabón Liquido TIDE Original 1.36 L,$ 759,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-tide-original-1.36-l.producto?1557556,,42"
Pala Clip IDEAL,$ 139,"https://www.tiendainglesa.com.uy/supermercado/pala-clip-ideal.producto?223215,,42"
Paradicloro FRAGANCE 95gr,$ 129,"https://www.tiendainglesa.com.uy/supermercado/paradicloro-fragance-95gr.producto?8020,,42"
Aromatizante de Ambientes GLADE Toque Limón Refrescante Pack x2 Repues...,$ 376,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-toque-limon-refrescante-pack-x2-repuesto-x-9-gr.producto?334809,,42"
Insecticida RAID Mata Pulgas y Garrapatas en Aerosol 390 cc,$ 358,"https://www.tiendainglesa.com.uy/supermercado/insecticida-raid-mata-pulgas-y-garrapatas-en-aerosol-390-cc.producto?6134,,42"
Desodorante de Ambientes GLADE Aceites Naturales Vainilla Aparato + Re...,$ 374,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambientes-glade-aceites-naturales-vainilla-aparato-mas-recarga-21-ml.producto?223383,,42"
Paño de Piso DURAMAS Fantasía Color 55x50cm,$ 83,"https://www.tiendainglesa.com.uy/supermercado/pano-de-piso-duramas-fantasia-color-55x50cm.producto?391496,,42"
Agua Lavandina SELLO ROJO Lavanda 2 L,$ 151,"https://www.tiendainglesa.com.uy/supermercado/agua-lavandina-sello-rojo-lavanda-2-l.producto?1004446,,42"
Abrillantador VIRGINIA para pisos flotantes 400ml,$ 146,"https://www.tiendainglesa.com.uy/supermercado/abrillantador-virginia-para-pisos-flotantes-400ml.producto?238227,,42"
Desodorante de Ambiente POETT Primavera 432 cc,$ 142,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-poett-primavera-432-cc.producto?411835,,42"
Limpiador de Estufas de Vitrocerámica DR. BECKMANN 250 ml,$ 361,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-estufas-de-vitroceramica-dr.-beckmann-250-ml.producto?1096919,,42"
Aromatizante de Ambientes Automático GLADE Edición Limitada Aire Silve...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-edicion-limitada-aire-silvestre-repuesto-175-gr.producto?309731,,42"
Prelavado TRENET Oxi Gatillo 500ml,$ 300,"https://www.tiendainglesa.com.uy/supermercado/prelavado-trenet-oxi-gatillo-500ml.producto?2370,,42"
Desodorante de Ambiente de Lavanda JUPITER 360 ml,$ 83,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-de-lavanda-jupiter-360-ml.producto?381519,,42"
Paño de Piso MECHA Y MECHA 55x50cm,$ 80,"https://www.tiendainglesa.com.uy/supermercado/pano-de-piso-mecha-y-mecha-55x50cm.producto?527,,42"
Insecticida Aerosol TAX Mata Moscas y Mosquitos 360 ml,$ 165,"https://www.tiendainglesa.com.uy/supermercado/insecticida-aerosol-tax-mata-moscas-y-mosquitos-360-ml.producto?400629,,42"
Toallitas Limpiavidrios 40 Unidades,$ 80,"https://www.tiendainglesa.com.uy/supermercado/toallitas-limpiavidrios-40-unidades.producto?2677,,42"
Detergente JANE Antibacterial 1.25 lt,$ 149,"https://www.tiendainglesa.com.uy/supermercado/detergente-jane-antibacterial-1.25-lt.producto?291091,,42"
Perlas Lush DOWNY 153 gr,$ 416,"https://www.tiendainglesa.com.uy/supermercado/perlas-lush-downy-153-gr.producto?1557559,,42"
Abrillantador SUN para Lavavajillas 500 cc,$ 589,"https://www.tiendainglesa.com.uy/supermercado/abrillantador-sun-para-lavavajillas-500-cc.producto?5349,,42"
Cera Autobrillo VIRGINIA Incolora Sachet 400ml,$ 130,"https://www.tiendainglesa.com.uy/supermercado/cera-autobrillo-virginia-incolora-sachet-400ml.producto?2725,,42"
Limpiavidrios JIMO Espuma Limpiadora en Aerosol 400 ml,$ 209,"https://www.tiendainglesa.com.uy/supermercado/limpiavidrios-jimo-espuma-limpiadora-en-aerosol-400-ml.producto?7230,,42"
Limpiador de Baño en Crema Lavanda MR MÚSCULO 450 ml,$ 145,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-bano-en-crema-lavanda-mr-musculo-450-ml.producto?57198,,42"
Detergente Aloe PRIX 1.25 L,$ 114,"https://www.tiendainglesa.com.uy/supermercado/detergente-aloe-prix-1.25-l.producto?335654,,42"
Trapo Rejilla MECHA Y MECHA 33x40 cm,$ 54,"https://www.tiendainglesa.com.uy/supermercado/trapo-rejilla-mecha-y-mecha-33x40-cm.producto?523,,42"
Servilletas NOVA Extra Cocktail 24 x 22.5 cm x 50 Unidades,$ 52,"https://www.tiendainglesa.com.uy/supermercado/servilletas-nova-extra-cocktail-24-x-22.5-cm-x-50-unidades.producto?377309,,42"
Insecticida RAID Casa y Jardín Eficacia Segura en Aerosol 360 cc,$ 271,"https://www.tiendainglesa.com.uy/supermercado/insecticida-raid-casa-y-jardin-eficacia-segura-en-aerosol-360-cc.producto?5750,,42"
Desodorante de Ambiente Repuesto JUPITER White Rose,$ 177,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-repuesto-jupiter-white-rose.producto?402812,,42"
Guantes MAPA Super Agarre Talle G,$ 134,"https://www.tiendainglesa.com.uy/supermercado/guantes-mapa-super-agarre-talle-g.producto?332232,,42"
Servilleta de Papel FASANA Lisa Amarilla x 100 Unidades,$ 211,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-fasana-lisa-amarilla-x-100-unidades.producto?770,,42"
Escobilla para Inodoro SANILUX,$ 175,"https://www.tiendainglesa.com.uy/supermercado/escobilla-para-inodoro-sanilux.producto?1871,,42"
Servilleta de Papel ELITE Gold Colores Surtidos 33 x 33 cm x 20 Unidad...,$ 152,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-elite-gold-colores-surtidos-33-x-33-cm-x-20-unidades.producto?77933,,42"
Limpiador de Acero Inoxidable DR. BECKMANN 250 ml,$ 306,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-acero-inoxidable-dr.-beckmann-250-ml.producto?1096917,,42"
Quitamancha Tintoaero MELVILLE 122gr,$ 341,"https://www.tiendainglesa.com.uy/supermercado/quitamancha-tintoaero-melville-122gr.producto?28458,,42"
Aromatizante de Ambientes Automático Manzana y Canela GLADE Aparato +....,$ 735,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-manzana-y-canela-glade-aparato-mas-repuesto-175-gr.producto?98813,,42"
Desodorante de Ambiente HARPER'S Limón Repuesto 220 ml,$ 199,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-harpers-limon-repuesto-220-ml.producto?99238,,42"
Discos Adhesivos para Inodoro PATO PURIFIC Durazno Aplicador + Repuest...,$ 240,"https://www.tiendainglesa.com.uy/supermercado/discos-adhesivos-para-inodoro-pato-purific-durazno-aplicador-mas-repuesto-38-gr.producto?318567,,42"
Guantes Afelpados CRIVEA Color Rojo Talle P,$ 122,"https://www.tiendainglesa.com.uy/supermercado/guantes-afelpados-crivea-color-rojo-talle-p.producto?23648,,42"
Servilleta de Papel ELITE Navideña 33 x 33 cm 20 Unidades,$ 151,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-papel-elite-navidena-33-x-33-cm-20-unidades.producto?57515,,42"
Limpiador VIRGINIA para Pisos Flotantes 900ml,$ 265,"https://www.tiendainglesa.com.uy/supermercado/limpiador-virginia-para-pisos-flotantes-900ml.producto?2403,,42"
Discos Adhesivo Inodoro PATO PURIFIC Lavanda Repuesto 38 gr,$ 250,"https://www.tiendainglesa.com.uy/supermercado/discos-adhesivo-inodoro-pato-purific-lavanda-repuesto-38-gr.producto?27236,,42"
Aromatizante de Ambientes Automático GLADE Placer Real y Frutos Rojos....,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-placer-real-y-frutos-rojos-repuesto-175-gr.producto?333517,,42"
Desinfectante ODEX Amanecer de Montaña 360 ml,$ 142,"https://www.tiendainglesa.com.uy/supermercado/desinfectante-odex-amanecer-de-montana-360-ml.producto?101511,,42"
Pomada WASSINGTON para Calzado Negro 37cc,$ 88,"https://www.tiendainglesa.com.uy/supermercado/pomada-wassington-para-calzado-negro-37cc.producto?5338,,42"
Desodorante de Ambiente con Fragancia a Bebé JUPITER 360 ml,$ 83,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-con-fragancia-a-bebe-jupiter-360-ml.producto?102579,,42"
Suavizante COMFORT Concentrado Expert Care Hydra Sérum 500 ml,$ 208,"https://www.tiendainglesa.com.uy/supermercado/suavizante-comfort-concentrado-expert-care-hydra-serum-500-ml.producto?1006561,,42"
Cera H Layota 900ml,$ 351,"https://www.tiendainglesa.com.uy/supermercado/cera-h-layota-900ml.producto?6130,,42"
Limpiador 3 en 1 con Gatillo JUPITER,$ 121,"https://www.tiendainglesa.com.uy/supermercado/limpiador-3-en-1-con-gatillo-jupiter.producto?1001735,,42"
Jabón Líquido NEVEX para Diluir 500 ml + Detergente CIF BioActive 30...,$ 423,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-nevex-para-diluir-500-ml-mas-detergente-cif-bioactive-300-ml.producto?1560360,,42"
Aromatizante de Ambientes GLADE Toque Lavanda Pack x2 9 gr,$ 376,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-toque-lavanda-pack-x2-9-gr.producto?332615,,42"
Insecticida en Aerosol JUPITER Mata Polillas,$ 169,"https://www.tiendainglesa.com.uy/supermercado/insecticida-en-aerosol-jupiter-mata-polillas.producto?402869,,42"
Discos Adhesivos para Inodoro PATO PURIFIC Citrus Repuesto 38 gr,$ 240,"https://www.tiendainglesa.com.uy/supermercado/discos-adhesivos-para-inodoro-pato-purific-citrus-repuesto-38-gr.producto?417355,,42"
Suavizante COMFORT Concentrado Puro Cuidado Hypoalergénico 500 ml,$ 214,"https://www.tiendainglesa.com.uy/supermercado/suavizante-comfort-concentrado-puro-cuidado-hypoalergenico-500-ml.producto?1006562,,42"
Absorbente de Humedad CRIVEA Pote 175 gr,$ 201,"https://www.tiendainglesa.com.uy/supermercado/absorbente-de-humedad-crivea-pote-175-gr.producto?1384,,42"
Canasta Líquida para Inodoro PATO PURIFIC Marina Aparato + Repuesto 50...,$ 246,"https://www.tiendainglesa.com.uy/supermercado/canasta-liquida-para-inodoro-pato-purific-marina-aparato-mas-repuesto-50-ml.producto?6850,,42"
Antigrasa GATILLO 480ml,$ 153,"https://www.tiendainglesa.com.uy/supermercado/antigrasa-gatillo-480ml.producto?410077,,42"
Lampazo con Cabo Chapa IDEAL 35 cm,$ 246,"https://www.tiendainglesa.com.uy/supermercado/lampazo-con-cabo-chapa-ideal-35-cm.producto?3168,,42"
Aromatizante de Ambientes Automático GLADE Flores Tropicales y Coco Re...,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-flores-tropicales-y-coco-repuesto-175-gr.producto?309728,,42"
Detergente Antibacterial PRIX 500 ml,$ 103,"https://www.tiendainglesa.com.uy/supermercado/detergente-antibacterial-prix-500-ml.producto?288573,,42"
Vela Familiar CITRONELLA x 5 Unidades,$ 138,"https://www.tiendainglesa.com.uy/supermercado/vela-familiar-citronella-x-5-unidades.producto?314239,,42"
Desinfectante ODEX Lavanda 360 ml,$ 142,"https://www.tiendainglesa.com.uy/supermercado/desinfectante-odex-lavanda-360-ml.producto?380554,,42"
Papel Higiénico FELPITA Decorado Kids 30 mt x 4 Unidades,$ 202,"https://www.tiendainglesa.com.uy/supermercado/papel-higienico-felpita-decorado-kids-30-mt-x-4-unidades.producto?299521,,42"
Agua Lavandina SELLO ROJO Lavanda 1 L,$ 86,"https://www.tiendainglesa.com.uy/supermercado/agua-lavandina-sello-rojo-lavanda-1-l.producto?1004441,,42"
Limpiador Adhesivo Desinfectante para Inodoro LYSOFORM Cítrica 30 gr,$ 128,"https://www.tiendainglesa.com.uy/supermercado/limpiador-adhesivo-desinfectante-para-inodoro-lysoform-citrica-30-gr.producto?363402,,42"
Repelente en Aerosol Larga Duración JUPITER,$ 245,"https://www.tiendainglesa.com.uy/supermercado/repelente-en-aerosol-larga-duracion-jupiter.producto?380931,,42"
Prelavado VANISH White Sachet 400ml,$ 175,"https://www.tiendainglesa.com.uy/supermercado/prelavado-vanish-white-sachet-400ml.producto?288653,,42"
Cera Líquida Pisos BLEM Porcelanato Incoloro Botella 800 ml,$ 358,"https://www.tiendainglesa.com.uy/supermercado/cera-liquida-pisos-blem-porcelanato-incoloro-botella-800-ml.producto?4138,,42"
Suavizante TIENDA INGLESA Amarillo Sachet 900 ml,$ 149,"https://www.tiendainglesa.com.uy/supermercado/suavizante-tienda-inglesa-amarillo-sachet-900-ml.producto?97559,,42"
Aromatizante de Ambientes GLADE Mini Gel Hogar Limón Refrescante 70 gr,$ 129,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-mini-gel-hogar-limon-refrescante-70-gr.producto?338084,,42"
Cera H Económica Roble Oscuro 1lt,$ 289,"https://www.tiendainglesa.com.uy/supermercado/cera-h-economica-roble-oscuro-1lt.producto?1437,,42"
"Jabón Liquido QUERUBIN 1,5 L",$ 268,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-querubin-1-5-l.producto?380532,,42"
Aromatizante de Ambientes Automático GLADE Floral Perfection Repuesto....,$ 325,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-floral-perfection-repuesto-175-gr.producto?332861,,42"
Limpiador Multisuperficies y Electrónicos BLEM Citrus Repuesto 450 ml,$ 174,"https://www.tiendainglesa.com.uy/supermercado/limpiador-multisuperficies-y-electronicos-blem-citrus-repuesto-450-ml.producto?74760,,42"
Repelente para Mosquitos OFF! Protección Invisible Aerosol 98.7 ml,$ 480,"https://www.tiendainglesa.com.uy/supermercado/repelente-para-mosquitos-off-proteccion-invisible-aerosol-98.7-ml.producto?1513594,,42"
Suavizante QUERUBíN Premium Flores del Bosque 900 ml,$ 137,"https://www.tiendainglesa.com.uy/supermercado/suavizante-querubin-premium-flores-del-bosque-900-ml.producto?97355,,42"
Escoba NOVICA Max,$ 393,"https://www.tiendainglesa.com.uy/supermercado/escoba-novica-max.producto?210614,,42"
Bolsa de Residuos Color Azul para Cartón 70 x 100 cm JUPITER x 10 Unid...,$ 230,"https://www.tiendainglesa.com.uy/supermercado/bolsa-de-residuos-color-azul-para-carton-70-x-100-cm-jupiter-x-10-unidades.producto?381288,,42"
Desodorante de Ambiente HARPER'S Lavanda Repuesto 220 ml,$ 199,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-harpers-lavanda-repuesto-220-ml.producto?389910,,42"
Limpiador Adhesivo para Inodoro GLADE Campos de Lavanda 24 gr,$ 124,"https://www.tiendainglesa.com.uy/supermercado/limpiador-adhesivo-para-inodoro-glade-campos-de-lavanda-24-gr.producto?4438,,42"
Absorbente de Humedad CRIVEA 1050gr,$ 385,"https://www.tiendainglesa.com.uy/supermercado/absorbente-de-humedad-crivea-1050gr.producto?98047,,42"
Fibra Esponja JASPE,$ 61,"https://www.tiendainglesa.com.uy/supermercado/fibra-esponja-jaspe.producto?6372,,42"
Guantes Afelpados Bicolor CRIVEA Talle XG,$ 152,"https://www.tiendainglesa.com.uy/supermercado/guantes-afelpados-bicolor-crivea-talle-xg.producto?1094440,,42"
Aromatizante de Ambientes GLADE Floral Perfection en Aerosol 360 ml,$ 145,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-floral-perfection-en-aerosol-360-ml.producto?98860,,42"
Franela KLINER Grande 38 x 50 cm,$ 39,"https://www.tiendainglesa.com.uy/supermercado/franela-kliner-grande-38-x-50-cm.producto?355786,,42"
Desodorante de Ambiente POETT Suavidad de Algodón 360 ml,$ 142,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-poett-suavidad-de-algodon-360-ml.producto?5957,,42"
Insecticida Mata Moscas y Mosquitos BAYGON en Aerosol 300 cc,$ 122,"https://www.tiendainglesa.com.uy/supermercado/insecticida-mata-moscas-y-mosquitos-baygon-en-aerosol-300-cc.producto?382233,,42"
Jabón Líquido NEVEX 3 L + para Diluir NEVEX,$ 414,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-nevex-3-l-mas-para-diluir-nevex.producto?1566817,,42"
Jabón en Polvo Matic Plus ZORRO 800 gr,$ 173,"https://www.tiendainglesa.com.uy/supermercado/jabon-en-polvo-matic-plus-zorro-800-gr.producto?293585,,42"
Desodorante de Ambiente POETT Solo Para Ti 360 cc,$ 142,"https://www.tiendainglesa.com.uy/supermercado/desodorante-de-ambiente-poett-solo-para-ti-360-cc.producto?94944,,42"
Insecticida RAID Mata Cucarachas Jeringa 3 gr,$ 424,"https://www.tiendainglesa.com.uy/supermercado/insecticida-raid-mata-cucarachas-jeringa-3-gr.producto?3187,,42"
Creolina H 1/2 L,$ 251,"https://www.tiendainglesa.com.uy/supermercado/creolina-h-1-2-l.producto?207717,,42"
Esponja de Teflon Esfrebon BETTANIN,$ 31,"https://www.tiendainglesa.com.uy/supermercado/esponja-de-teflon-esfrebon-bettanin.producto?2738,,42"
Bolsas de Residuos MANIC x 30 Unidades 48x55cm,$ 128,"https://www.tiendainglesa.com.uy/supermercado/bolsas-de-residuos-manic-x-30-unidades-48x55cm.producto?6153,,42"
Detergente CRISTAL Aloe 1.25 L,$ 126,"https://www.tiendainglesa.com.uy/supermercado/detergente-cristal-aloe-1.25-l.producto?335895,,42"
Paño para Pisos con Microfibras Anti Olores VILEDA,$ 220,"https://www.tiendainglesa.com.uy/supermercado/pano-para-pisos-con-microfibras-anti-olores-vileda.producto?340888,,42"
Perfumador para Ropa FRAGANCE Aqua Floral Recarga 300ml,$ 206,"https://www.tiendainglesa.com.uy/supermercado/perfumador-para-ropa-fragance-aqua-floral-recarga-300ml.producto?3974,,42"
Aromatizante de Ambientes Automático GLADE Lavanda y Vainilla Repuesto...,$ 220,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-automatico-glade-lavanda-y-vainilla-repuesto-170-ml.producto?416967,,42"
Aromatizante de Ambientes GLADE Mañana de Campo en Aerosol 360 ml,$ 145,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-manana-de-campo-en-aerosol-360-ml.producto?98814,,42"
Detergente Concentrado Verde YPE 400 ml,$ 75,"https://www.tiendainglesa.com.uy/supermercado/detergente-concentrado-verde-ype-400-ml.producto?99086,,42"
Desinfectante en Aerosol JUPITER Lavanda,$ 183,"https://www.tiendainglesa.com.uy/supermercado/desinfectante-en-aerosol-jupiter-lavanda.producto?402871,,42"
Limpiador FRAGANCE Amoniaco Floral 1lt,$ 117,"https://www.tiendainglesa.com.uy/supermercado/limpiador-fragance-amoniaco-floral-1lt.producto?5595,,42"
Servilleta Fasana Lisa Verde Manzana x100,$ 211,"https://www.tiendainglesa.com.uy/supermercado/servilleta-fasana-lisa-verde-manzana-x100.producto?295687,,42"
Cera H al Agua 1.5 lt,$ 312,"https://www.tiendainglesa.com.uy/supermercado/cera-h-al-agua-1.5-lt.producto?5650,,42"
Limpiador VIRGINIA para Pisos Flotantes Sachet 400 ml,$ 124,"https://www.tiendainglesa.com.uy/supermercado/limpiador-virginia-para-pisos-flotantes-sachet-400-ml.producto?238228,,42"
Fregona Flecos de Algodón Mopy VIRULANA,$ 273,"https://www.tiendainglesa.com.uy/supermercado/fregona-flecos-de-algodon-mopy-virulana.producto?620,,42"
Guantes Descartables Medianos CITROM x 20 Unidades,$ 539,"https://www.tiendainglesa.com.uy/supermercado/guantes-descartables-medianos-citrom-x-20-unidades.producto?12765,,42"
Toallitas Recolector de Color y Suciedad DR. BECKMANN x 20 Unidades,$ 317,"https://www.tiendainglesa.com.uy/supermercado/toallitas-recolector-de-color-y-suciedad-dr.-beckmann-x-20-unidades.producto?1096915,,42"
Desodorante para Inodoro CRIVEA 50 gr,$ 138,"https://www.tiendainglesa.com.uy/supermercado/desodorante-para-inodoro-crivea-50-gr.producto?303004,,42"
Escobilla con Soporte Petalas BETTANIN,$ 609,"https://www.tiendainglesa.com.uy/supermercado/escobilla-con-soporte-petalas-bettanin.producto?23636,,42"
Jabón Líquido Plus Blue Power ZORRO 3 L,$ 489,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-plus-blue-power-zorro-3-l.producto?98668,,42"
Cera Líquida Pisos Cerámico Acrílico BLEM Botella 800 ml,$ 472,"https://www.tiendainglesa.com.uy/supermercado/cera-liquida-pisos-ceramico-acrilico-blem-botella-800-ml.producto?5987,,42"
Limpiavidrios 30cm Mango Madera IDEAL 60 cm,$ 584,"https://www.tiendainglesa.com.uy/supermercado/limpiavidrios-30cm-mango-madera-ideal-60-cm.producto?94117,,42"
Fregona Flecos de Algodón IDEAL,$ 224,"https://www.tiendainglesa.com.uy/supermercado/fregona-flecos-de-algodon-ideal.producto?1990,,42"
Limpiador de Cafetera DR. BECKMANN 250 ml,$ 264,"https://www.tiendainglesa.com.uy/supermercado/limpiador-de-cafetera-dr.-beckmann-250-ml.producto?1096921,,42"
Mata Moscas ATMA,$ 78,"https://www.tiendainglesa.com.uy/supermercado/mata-moscas-atma.producto?1776,,42"
Absorbente de Humedad FRAGANCE con Desodorante Repuesto 200gr,$ 208,"https://www.tiendainglesa.com.uy/supermercado/absorbente-de-humedad-fragance-con-desodorante-repuesto-200gr.producto?239764,,42"
Detergente NEVEX Ultra Limón 300ml,$ 69,"https://www.tiendainglesa.com.uy/supermercado/detergente-nevex-ultra-limon-300ml.producto?397793,,42"
Jabón Líquido SKIP Power Oxi para Diluir 500 ml,$ 530,"https://www.tiendainglesa.com.uy/supermercado/jabon-liquido-skip-power-oxi-para-diluir-500-ml.producto?1571109,,42"
Esponja WASSINGTON Brillo Mágico,$ 176,"https://www.tiendainglesa.com.uy/supermercado/esponja-wassington-brillo-magico.producto?1312,,42"
Cera Líquida Pisos Cerámicos BLEM Floral Repuesto Económico 400 ml,$ 220,"https://www.tiendainglesa.com.uy/supermercado/cera-liquida-pisos-ceramicos-blem-floral-repuesto-economico-400-ml.producto?4139,,42"
Guantes MAPA Ultra Resistente Talle M,$ 158,"https://www.tiendainglesa.com.uy/supermercado/guantes-mapa-ultra-resistente-talle-m.producto?332233,,42"
Palangana Mediana SAN REMO 8.65lt,$ 342,"https://www.tiendainglesa.com.uy/supermercado/palangana-mediana-san-remo-8.65lt.producto?685,,42"
Escoba NOVICA Uso Externo 104,$ 413,"https://www.tiendainglesa.com.uy/supermercado/escoba-novica-uso-externo-104.producto?3121,,42"
CITRONELLA Velón 10cm,$ 144,"https://www.tiendainglesa.com.uy/supermercado/citronella-velon-10cm.producto?289881,,42"
Paradicloro CRIVEA 93 gr,$ 123,"https://www.tiendainglesa.com.uy/supermercado/paradicloro-crivea-93-gr.producto?5394,,42"
Insecticida en Aerosol Moscas y Mosquitos TAX 2 x 360 ml,$ 254,"https://www.tiendainglesa.com.uy/supermercado/insecticida-en-aerosol-moscas-y-mosquitos-tax-2-x-360-ml.producto?1001695,,42"
Aromatizante de Ambientes GLADE Aceites Naturales Limón Refrescante Re...,$ 377,"https://www.tiendainglesa.com.uy/supermercado/aromatizante-de-ambientes-glade-aceites-naturales-limon-refrescante-repuesto-21-ml.producto?259062,,42"
Insecticida JIMO en Aerosol 400 ml,$ 182,"https://www.tiendainglesa.com.uy/supermercado/insecticida-jimo-en-aerosol-400-ml.producto?927,,42"
